deviceID,valCO2,date,time
444,798, 2020-10-29 , 21:51:34.289013 
 444,798, 2020-10-29 , 21:51:35.008680 
 444,798, 2020-10-29 , 21:51:36.098750 
 444,798, 2020-10-29 , 21:51:37.238304 
 444,798, 2020-10-29 , 21:51:38.327734 
 444,798, 2020-10-29 , 21:51:39.417033 
 444,798, 2020-10-29 , 21:51:40.506027 
 444,798, 2020-10-29 , 21:51:41.596507 
 444,798, 2020-10-29 , 21:51:42.685743 
 444,798, 2020-10-29 , 21:51:43.775106 
 444,798, 2020-10-29 , 21:51:44.865024 
 444,798, 2020-10-29 , 21:51:45.954545 
 444,798, 2020-10-29 , 21:51:47.044519 
 444,797, 2020-10-29 , 21:51:48.133697 
 444,797, 2020-10-29 , 21:51:49.322542 
 444,792, 2020-10-29 , 21:51:50.413519 
 444,790, 2020-10-29 , 21:51:51.502695 
 444,790, 2020-10-29 , 21:51:52.592140 
 444,787, 2020-10-29 , 21:51:53.682916 
 444,787, 2020-10-29 , 21:51:54.772359 
 444,777, 2020-10-29 , 21:51:55.861543 
 444,777, 2020-10-29 , 21:51:56.951047 
 444,755, 2020-10-29 , 21:51:58.040992 
 444,755, 2020-10-29 , 21:51:59.130631 
 444,710, 2020-10-29 , 21:52:00.220210 
 444,710, 2020-10-29 , 21:52:01.360933 
 444,671, 2020-10-29 , 21:52:02.500105 
 444,640, 2020-10-29 , 21:52:03.589454 
 444,640, 2020-10-29 , 21:52:04.678838 
 444,614, 2020-10-29 , 21:52:05.769520 
 444,614, 2020-10-29 , 21:52:06.858646 
 444,590, 2020-10-29 , 21:52:07.948112 
 444,590, 2020-10-29 , 21:52:09.038643 
 444,569, 2020-10-29 , 21:52:10.128172 
 444,569, 2020-10-29 , 21:52:11.367575 
 444,551, 2020-10-29 , 21:52:12.456851 
 444,534, 2020-10-29 , 21:52:13.547358 
 444,534, 2020-10-29 , 21:52:14.636844 
 444,520, 2020-10-29 , 21:52:15.726148 
 444,520, 2020-10-29 , 21:52:16.816546 
 444,507, 2020-10-29 , 21:52:17.905790 
 444,507, 2020-10-29 , 21:52:18.996233 
 444,494, 2020-10-29 , 21:52:20.085574 
 444,494, 2020-10-29 , 21:52:21.175020 
 444,488, 2020-10-29 , 21:52:22.265544 
 444,488, 2020-10-29 , 21:52:23.404840 
 444,479, 2020-10-29 , 21:52:24.494380 
 444,472, 2020-10-29 , 21:52:25.585313 
 444,472, 2020-10-29 , 21:52:26.675114 
 444,467, 2020-10-29 , 21:52:27.764568 
 444,467, 2020-10-29 , 21:52:28.853694 
 444,461, 2020-10-29 , 21:52:29.944180 
 444,461, 2020-10-29 , 21:52:31.033661 
 444,453, 2020-10-29 , 21:52:32.125000 
 444,453, 2020-10-29 , 21:52:33.213823 
 444,447, 2020-10-29 , 21:52:34.304680 
 444,447, 2020-10-29 , 21:52:35.443430 
 444,445, 2020-10-29 , 21:52:36.533301 
 444,443, 2020-10-29 , 21:52:37.622964 
 444,443, 2020-10-29 , 21:52:38.714471 
 444,441, 2020-10-29 , 21:52:40.893571 
 444,439, 2020-10-29 , 21:52:41.982892 
 444,439, 2020-10-29 , 21:52:43.072846 
 444,439, 2020-10-29 , 21:52:44.162720 
 444,439, 2020-10-29 , 21:52:45.253572 
 444,439, 2020-10-29 , 21:52:46.342693 
 444,439, 2020-10-29 , 21:52:47.482719 
 444,438, 2020-10-29 , 21:52:48.573524 
 444,438, 2020-10-29 , 21:52:49.662637 
 444,438, 2020-10-29 , 21:52:50.753331 
 444,439, 2020-10-29 , 21:52:52.933120 
 444,438, 2020-10-29 , 21:52:54.022869 
 444,438, 2020-10-29 , 21:52:55.112447 
 444,438, 2020-10-29 , 21:52:56.202094 
 444,438, 2020-10-29 , 21:52:57.292656 
 444,439, 2020-10-29 , 21:52:58.382112 
 444,439, 2020-10-29 , 21:52:59.522822 
 444,439, 2020-10-29 , 21:53:00.612341 
 444,439, 2020-10-29 , 21:53:01.701762 
 444,439, 2020-10-29 , 21:53:02.793135 
 444,441, 2020-10-29 , 21:53:03.882256 
 444,441, 2020-10-29 , 21:53:04.972967 
 444,442, 2020-10-29 , 21:53:06.062316 
 444,442, 2020-10-29 , 21:53:07.153197 
 444,443, 2020-10-29 , 21:53:08.242302 
 444,443, 2020-10-29 , 21:53:09.333028 
 444,445, 2020-10-29 , 21:53:10.423334 
 444,445, 2020-10-29 , 21:53:11.563020 
 444,446, 2020-10-29 , 21:53:12.653221 
 444,448, 2020-10-29 , 21:53:13.742445 
 444,448, 2020-10-29 , 21:53:14.832348 
 444,450, 2020-10-29 , 21:53:15.923667 
 444,450, 2020-10-29 , 21:53:17.012197 
 444,454, 2020-10-29 , 21:53:18.103451 
 444,454, 2020-10-29 , 21:53:19.193847 
 444,457, 2020-10-29 , 21:53:20.283066 
 444,457, 2020-10-29 , 21:53:21.373588 
 444,458, 2020-10-29 , 21:53:22.464199 
 444,458, 2020-10-29 , 21:53:23.604060 
 444,461, 2020-10-29 , 21:53:24.694835 
 444,463, 2020-10-29 , 21:53:25.783984 
 444,463, 2020-10-29 , 21:53:26.874675 
 444,467, 2020-10-29 , 21:53:27.965115 
 444,467, 2020-10-29 , 21:53:29.054509 
 444,467, 2020-10-29 , 21:53:30.144878 
 444,467, 2020-10-29 , 21:53:31.235456 
 444,469, 2020-10-29 , 21:53:32.325024 
 444,469, 2020-10-29 , 21:53:33.415567 
 444,470, 2020-10-29 , 21:53:34.505922 
 444,470, 2020-10-29 , 21:53:35.645525 
 444,471, 2020-10-29 , 21:53:36.735913 
 444,472, 2020-10-29 , 21:53:37.826226 
 444,472, 2020-10-29 , 21:53:38.916817 
 444,474, 2020-10-29 , 21:53:40.006070 
 444,474, 2020-10-29 , 21:53:41.096825 
 444,476, 2020-10-29 , 21:53:42.187081 
 444,476, 2020-10-29 , 21:53:43.277712 
 444,477, 2020-10-29 , 21:53:44.366784 
 444,477, 2020-10-29 , 21:53:45.457093 
 444,477, 2020-10-29 , 21:53:46.547793 
 444,477, 2020-10-29 , 21:53:47.686267 
 444,477, 2020-10-29 , 21:53:48.777425 
 444,477, 2020-10-29 , 21:53:49.868001 
 444,477, 2020-10-29 , 21:53:50.958490 
 444,478, 2020-10-29 , 21:53:52.047049 
 444,478, 2020-10-29 , 21:53:53.138231 
 444,478, 2020-10-29 , 21:53:54.228663 
 444,478, 2020-10-29 , 21:53:55.319298 
 444,478, 2020-10-29 , 21:53:56.408748 
 444,478, 2020-10-29 , 21:53:57.499542 
 444,478, 2020-10-29 , 21:53:58.589198 
 444,478, 2020-10-29 , 21:53:59.730196 
 444,478, 2020-10-29 , 21:54:00.820062 
 444,478, 2020-10-29 , 21:54:01.910463 
 444,478, 2020-10-29 , 21:54:03.000053 
 444,478, 2020-10-29 , 21:54:04.090578 
 444,478, 2020-10-29 , 21:54:05.181081 
 444,479, 2020-10-29 , 21:54:06.270322 
 444,479, 2020-10-29 , 21:54:07.361293 
 444,480, 2020-10-29 , 21:54:08.450635 
 444,480, 2020-10-29 , 21:54:09.541360 
 444,481, 2020-10-29 , 21:54:10.632452 
 444,481, 2020-10-29 , 21:54:11.771707 
 444,481, 2020-10-29 , 21:54:12.862317 
 444,482, 2020-10-29 , 21:54:13.953064 
 444,482, 2020-10-29 , 21:54:15.043078 
 444,483, 2020-10-29 , 21:54:16.133699 
 444,483, 2020-10-29 , 21:54:17.223410 
 444,484, 2020-10-29 , 21:54:18.314091 
 444,484, 2020-10-29 , 21:54:19.405149 
 444,486, 2020-10-29 , 21:54:20.494095 
 444,486, 2020-10-29 , 21:54:21.584562 
 444,487, 2020-10-29 , 21:54:22.675395 
 444,487, 2020-10-29 , 21:54:23.815146 
 444,489, 2020-10-29 , 21:54:24.906640 
 444,491, 2020-10-29 , 21:54:25.997071 
 444,491, 2020-10-29 , 21:54:27.086102 
 444,494, 2020-10-29 , 21:54:28.175952 
 444,494, 2020-10-29 , 21:54:29.266539 
 444,495, 2020-10-29 , 21:54:30.356937 
 444,495, 2020-10-29 , 21:54:31.448073 
 444,496, 2020-10-29 , 21:54:32.537789 
 444,496, 2020-10-29 , 21:54:33.628473 
 444,498, 2020-10-29 , 21:54:34.719338 
 444,498, 2020-10-29 , 21:54:35.860012 
 444,500, 2020-10-29 , 21:54:36.949022 
 444,501, 2020-10-29 , 21:54:38.039470 
 444,501, 2020-10-29 , 21:54:39.130234 
 444,501, 2020-10-29 , 21:54:40.220913 
 444,501, 2020-10-29 , 21:54:41.311218 
 444,502, 2020-10-29 , 21:54:42.400777 
 444,502, 2020-10-29 , 21:54:43.491223 
 444,502, 2020-10-29 , 21:54:44.581720 
 444,502, 2020-10-29 , 21:54:45.672469 
 444,502, 2020-10-29 , 21:54:46.763031 
 444,502, 2020-10-29 , 21:54:47.903668 
 444,504, 2020-10-29 , 21:54:48.993007 
 444,505, 2020-10-29 , 21:54:50.083982 
 444,505, 2020-10-29 , 21:54:51.174566 
 444,507, 2020-10-29 , 21:54:52.264705 
 444,507, 2020-10-29 , 21:54:53.354006 
 444,509, 2020-10-29 , 21:54:54.444928 
 444,509, 2020-10-29 , 21:54:55.534928 
 444,510, 2020-10-29 , 21:54:56.626015 
 444,510, 2020-10-29 , 21:54:57.715252 
 444,511, 2020-10-29 , 21:54:58.805761 
 444,511, 2020-10-29 , 21:54:59.946251 
 444,513, 2020-10-29 , 21:55:01.036685 
 444,514, 2020-10-29 , 21:55:02.127096 
 444,514, 2020-10-29 , 21:55:03.217494 
 444,516, 2020-10-29 , 21:55:04.306768 
 444,516, 2020-10-29 , 21:55:05.397150 
 444,518, 2020-10-29 , 21:55:06.487923 
 444,518, 2020-10-29 , 21:55:07.578521 
 444,520, 2020-10-29 , 21:55:08.668490 
 444,520, 2020-10-29 , 21:55:09.758650 
 444,521, 2020-10-29 , 21:55:10.849139 
 444,521, 2020-10-29 , 21:55:11.990016 
 444,523, 2020-10-29 , 21:55:13.080428 
 444,527, 2020-10-29 , 21:55:14.170942 
 444,527, 2020-10-29 , 21:55:15.260262 
 444,529, 2020-10-29 , 21:55:16.350760 
 444,529, 2020-10-29 , 21:55:17.441544 
 444,533, 2020-10-29 , 21:55:18.531752 
 444,533, 2020-10-29 , 21:55:19.622242 
 444,536, 2020-10-29 , 21:55:20.712716 
 444,536, 2020-10-29 , 21:55:21.803412 
 444,538, 2020-10-29 , 21:55:22.893639 
 444,538, 2020-10-29 , 21:55:24.034219 
 444,541, 2020-10-29 , 21:55:25.173627 
 444,543, 2020-10-29 , 21:55:26.264117 
 444,543, 2020-10-29 , 21:55:27.354190 
 444,546, 2020-10-29 , 21:55:28.445681 
 444,546, 2020-10-29 , 21:55:29.535424 
 444,548, 2020-10-29 , 21:55:30.625915 
 444,548, 2020-10-29 , 21:55:31.716914 
 444,550, 2020-10-29 , 21:55:32.805409 
 444,550, 2020-10-29 , 21:55:34.046809 
 444,552, 2020-10-29 , 21:55:35.138090 
 444,554, 2020-10-29 , 21:55:36.227109 
 444,554, 2020-10-29 , 21:55:37.317405 
 444,556, 2020-10-29 , 21:55:38.407844 
 444,556, 2020-10-29 , 21:55:39.498344 
 444,557, 2020-10-29 , 21:55:40.588885 
 444,557, 2020-10-29 , 21:55:41.679359 
 444,558, 2020-10-29 , 21:55:42.769833 
 444,558, 2020-10-29 , 21:55:43.860505 
 444,559, 2020-10-29 , 21:55:44.949584 
 444,559, 2020-10-29 , 21:55:46.090038 
 444,558, 2020-10-29 , 21:55:47.181067 
 444,558, 2020-10-29 , 21:55:48.272002 
 444,558, 2020-10-29 , 21:55:49.361269 
 444,558, 2020-10-29 , 21:55:50.451579 
 444,558, 2020-10-29 , 21:55:51.542008 
 444,558, 2020-10-29 , 21:55:52.633017 
 444,558, 2020-10-29 , 21:55:53.723642 
 444,558, 2020-10-29 , 21:55:54.812691 
 444,558, 2020-10-29 , 21:55:55.903194 
 444,559, 2020-10-29 , 21:55:56.993891 
 444,559, 2020-10-29 , 21:55:58.134497 
 444,560, 2020-10-29 , 21:55:59.225260 
 444,560, 2020-10-29 , 21:56:00.315544 
 444,560, 2020-10-29 , 21:56:01.404732 
 444,561, 2020-10-29 , 21:56:02.495277 
 444,561, 2020-10-29 , 21:56:03.585766 
 444,562, 2020-10-29 , 21:56:04.675612 
 444,562, 2020-10-29 , 21:56:05.766947 
 444,563, 2020-10-29 , 21:56:06.857408 
 444,563, 2020-10-29 , 21:56:07.947985 
 444,564, 2020-10-29 , 21:56:09.038262 
 444,564, 2020-10-29 , 21:56:10.177427 
 444,566, 2020-10-29 , 21:56:11.267996 
 444,568, 2020-10-29 , 21:56:12.358662 
 444,568, 2020-10-29 , 21:56:13.449210 
 444,570, 2020-10-29 , 21:56:14.539978 
 444,570, 2020-10-29 , 21:56:15.630693 
 444,571, 2020-10-29 , 21:56:16.720281 
 444,571, 2020-10-29 , 21:56:17.814160 
 444,573, 2020-10-29 , 21:56:18.901047 
 444,573, 2020-10-29 , 21:56:19.992197 
 444,574, 2020-10-29 , 21:56:21.082187 
 444,574, 2020-10-29 , 21:56:22.222852 
 444,575, 2020-10-29 , 21:56:23.313117 
 444,576, 2020-10-29 , 21:56:24.403611 
 444,576, 2020-10-29 , 21:56:25.494799 
 444,577, 2020-10-29 , 21:56:26.585299 
 444,577, 2020-10-29 , 21:56:27.674152 
 444,578, 2020-10-29 , 21:56:28.765918 
 444,578, 2020-10-29 , 21:56:29.855233 
 444,579, 2020-10-29 , 21:56:30.946867 
 444,579, 2020-10-29 , 21:56:32.035937 
 444,581, 2020-10-29 , 21:56:33.126200 
 444,581, 2020-10-29 , 21:56:34.266617 
 444,582, 2020-10-29 , 21:56:35.408800 
 444,584, 2020-10-29 , 21:56:36.497089 
 444,584, 2020-10-29 , 21:56:37.588230 
 444,585, 2020-10-29 , 21:56:38.678699 
 444,585, 2020-10-29 , 21:56:39.768533 
 444,587, 2020-10-29 , 21:56:40.858805 
 444,587, 2020-10-29 , 21:56:41.949721 
 444,588, 2020-10-29 , 21:56:43.040141 
 444,588, 2020-10-29 , 21:56:44.280488 
 444,589, 2020-10-29 , 21:56:45.370336 
 444,592, 2020-10-29 , 21:56:46.460766 
 444,592, 2020-10-29 , 21:56:47.550394 
 444,594, 2020-10-29 , 21:56:48.640831 
 444,594, 2020-10-29 , 21:56:49.731519 
 444,596, 2020-10-29 , 21:56:50.822118 
 444,596, 2020-10-29 , 21:56:51.912798 
 444,598, 2020-10-29 , 21:56:53.003454 
 444,598, 2020-10-29 , 21:56:54.094081 
 444,600, 2020-10-29 , 21:56:55.184714 
 444,600, 2020-10-29 , 21:56:56.324012 
 444,601, 2020-10-29 , 21:56:57.414996 
 444,604, 2020-10-29 , 21:56:58.505286 
 444,604, 2020-10-29 , 21:56:59.595623 
 444,606, 2020-10-29 , 21:57:00.686041 
 444,606, 2020-10-29 , 21:57:01.776465 
 444,608, 2020-10-29 , 21:57:02.866283 
 444,608, 2020-10-29 , 21:57:03.957645 
 444,613, 2020-10-29 , 21:57:05.048281 
 444,613, 2020-10-29 , 21:57:06.138428 
 444,616, 2020-10-29 , 21:57:07.228934 
 444,616, 2020-10-29 , 21:57:08.368836 
 444,619, 2020-10-29 , 21:57:09.460145 
 444,623, 2020-10-29 , 21:57:10.550337 
 444,623, 2020-10-29 , 21:57:11.639928 
 444,624, 2020-10-29 , 21:57:12.730757 
 444,624, 2020-10-29 , 21:57:13.821169 
 444,628, 2020-10-29 , 21:57:14.911630 
 444,628, 2020-10-29 , 21:57:16.002110 
 444,631, 2020-10-29 , 21:57:17.092547 
 444,631, 2020-10-29 , 21:57:18.183104 
 444,634, 2020-10-29 , 21:57:19.272743 
 444,634, 2020-10-29 , 21:57:20.413413 
 444,637, 2020-10-29 , 21:57:21.503826 
 444,640, 2020-10-29 , 21:57:22.594384 
 444,640, 2020-10-29 , 21:57:23.685106 
 444,643, 2020-10-29 , 21:57:24.774920 
 444,643, 2020-10-29 , 21:57:25.865545 
 444,644, 2020-10-29 , 21:57:26.955862 
 444,644, 2020-10-29 , 21:57:28.046203 
 444,646, 2020-10-29 , 21:57:29.137185 
 444,646, 2020-10-29 , 21:57:30.227870 
 444,647, 2020-10-29 , 21:57:31.318303 
 444,647, 2020-10-29 , 21:57:32.458777 
 444,648, 2020-10-29 , 21:57:33.548702 
 444,647, 2020-10-29 , 21:57:34.639737 
 444,647, 2020-10-29 , 21:57:35.730330 
 444,648, 2020-10-29 , 21:57:36.819694 
 444,648, 2020-10-29 , 21:57:37.910234 
 444,648, 2020-10-29 , 21:57:39.000814 
 444,648, 2020-10-29 , 21:57:40.090418 
 444,650, 2020-10-29 , 21:57:41.181675 
 444,650, 2020-10-29 , 21:57:42.272284 
 444,650, 2020-10-29 , 21:57:43.362755 
 444,650, 2020-10-29 , 21:57:44.502332 
 444,651, 2020-10-29 , 21:57:45.642969 
 444,652, 2020-10-29 , 21:57:46.733785 
 444,652, 2020-10-29 , 21:57:47.824601 
 444,652, 2020-10-29 , 21:57:48.915342 
 444,652, 2020-10-29 , 21:57:50.005710 
 444,653, 2020-10-29 , 21:57:51.096194 
 444,653, 2020-10-29 , 21:57:52.186703 
 444,653, 2020-10-29 , 21:57:53.276135 
 444,653, 2020-10-29 , 21:57:54.516876 
 444,654, 2020-10-29 , 21:57:55.607407 
 444,654, 2020-10-29 , 21:57:56.698410 
 444,654, 2020-10-29 , 21:57:57.788883 
 444,654, 2020-10-29 , 21:57:58.879386 
 444,654, 2020-10-29 , 21:57:59.970015 
 444,654, 2020-10-29 , 21:58:01.060795 
 444,654, 2020-10-29 , 21:58:02.151126 
 444,654, 2020-10-29 , 21:58:03.241578 
 444,654, 2020-10-29 , 21:58:04.330854 
 444,654, 2020-10-29 , 21:58:05.421365 
 444,654, 2020-10-29 , 21:58:06.561251 
 444,655, 2020-10-29 , 21:58:07.652549 
 444,655, 2020-10-29 , 21:58:09.833281 
 444,655, 2020-10-29 , 21:58:10.923913 
 444,655, 2020-10-29 , 21:58:12.014434 
 444,656, 2020-10-29 , 21:58:13.105790 
 444,656, 2020-10-29 , 21:58:14.196267 
 444,656, 2020-10-29 , 21:58:15.285758 
 444,656, 2020-10-29 , 21:58:16.376207 
 444,657, 2020-10-29 , 21:58:17.467342 
 444,657, 2020-10-29 , 21:58:18.607962 
 444,657, 2020-10-29 , 21:58:19.698608 
 444,658, 2020-10-29 , 21:58:20.788205 
 444,658, 2020-10-29 , 21:58:21.878902 
 444,659, 2020-10-29 , 21:58:22.969750 
 444,659, 2020-10-29 , 21:58:24.060331 
 444,660, 2020-10-29 , 21:58:25.150844 
 444,660, 2020-10-29 , 21:58:26.241531 
 444,662, 2020-10-29 , 21:58:27.331896 
 444,662, 2020-10-29 , 21:58:28.421555 
 444,663, 2020-10-29 , 21:58:29.512626 
 444,663, 2020-10-29 , 21:58:30.653380 
 444,665, 2020-10-29 , 21:58:31.743951 
 444,665, 2020-10-29 , 21:58:32.833438 
 444,665, 2020-10-29 , 21:58:33.924001 
 444,666, 2020-10-29 , 21:58:35.014738 
 444,667, 2020-10-29 , 21:58:37.196207 
 444,667, 2020-10-29 , 21:58:38.286891 
 444,668, 2020-10-29 , 21:58:39.376952 
 444,668, 2020-10-29 , 21:58:40.467932 
 444,668, 2020-10-29 , 21:58:41.558249 
 444,669, 2020-10-29 , 21:58:43.838249 
 444,669, 2020-10-29 , 21:58:44.929558 
 444,669, 2020-10-29 , 21:58:46.019998 
 444,669, 2020-10-29 , 21:58:47.110798 
 444,669, 2020-10-29 , 21:58:48.201371 
 444,669, 2020-10-29 , 21:58:49.292175 
 444,669, 2020-10-29 , 21:58:50.381852 
 444,669, 2020-10-29 , 21:58:51.472384 
 444,669, 2020-10-29 , 21:58:52.712847 
 444,669, 2020-10-29 , 21:58:53.803499 
 444,669, 2020-10-29 , 21:58:54.893808 
 444,669, 2020-10-29 , 21:58:55.984552 
 444,671, 2020-10-29 , 21:58:57.075241 
 444,671, 2020-10-29 , 21:58:58.165759 
 444,672, 2020-10-29 , 21:58:59.256251 
 444,672, 2020-10-29 , 21:59:00.346836 
 444,673, 2020-10-29 , 21:59:01.437446 
 444,673, 2020-10-29 , 21:59:02.526757 
 444,675, 2020-10-29 , 21:59:03.617539 
 444,675, 2020-10-29 , 21:59:04.758119 
 444,676, 2020-10-29 , 21:59:05.848477 
 444,678, 2020-10-29 , 21:59:06.939440 
 444,678, 2020-10-29 , 21:59:08.030388 
 444,679, 2020-10-29 , 21:59:09.120842 
 444,679, 2020-10-29 , 21:59:10.209302 
 444,681, 2020-10-29 , 21:59:11.300415 
 444,681, 2020-10-29 , 21:59:12.390856 
 444,683, 2020-10-29 , 21:59:13.481572 
 444,683, 2020-10-29 , 21:59:14.572306 
 444,684, 2020-10-29 , 21:59:15.662903 
 444,684, 2020-10-29 , 21:59:16.803321 
 444,685, 2020-10-29 , 21:59:17.893749 
 444,687, 2020-10-29 , 21:59:18.984398 
 444,687, 2020-10-29 , 21:59:20.075254 
 444,689, 2020-10-29 , 21:59:21.165903 
 444,689, 2020-10-29 , 21:59:22.255333 
 444,689, 2020-10-29 , 21:59:23.346510 
 444,689, 2020-10-29 , 21:59:24.437509 
 444,691, 2020-10-29 , 21:59:25.528170 
